STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,TAVG,TMAX,TMIN
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-07-11,0,84,94.0,74
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-07-12,0,84,94.0,74
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-07-12,0,83,94.0,74
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-07-12,0,64,94.0,54
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-07-12,0,86,94.0,80
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-07-13,0,83,94.0,80
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-07-13,1,80,94.0,76
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-07-13,0,60,94.0,76
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-07-13,0,85,88.0,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2019-07-14,0,84,88.0,74
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-07-14,0,86,88.0,76
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-07-14,0,82,88.0,75
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-07-14,0,62,88.0,53
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-07-14,0,85,88.0,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2019-07-15,0,82,88.0,75
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-07-15,0,87,97.0,78
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-07-15,0,83,88.0,76
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-07-15,0,62,70.0,54
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-07-15,0,85,70.0,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2019-07-16,0,85,91.0,76
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-07-16,0,86,98.0,78
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-07-16,0,84,88.0,80
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-07-16,0,62,71.0,56
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-07-16,0,85,91.0,82
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2019-07-17,0,82,88.0,78
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-07-17,0,87,97.0,80
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-07-17,0,84,89.0,82
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-07-17,0,61,66.0,57
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-07-17,0,85,90.0,82
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2019-07-18,0,80,85.0,76
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-07-18,0,85,98.0,80
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-07-18,0,83,85.0,81
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-07-18,0,60,64.0,81
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-07-18,0,84,88.0,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2019-07-19,0,83,86.0,74
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-07-19,0,86,96.0,78
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-07-19,0,83,87.0,80
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-07-19,4,59,61.0,56
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-07-19,0,84,90.0,81
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-07-20,0,86,90.0,80
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-07-20,0,83,90.0,79
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-07-20,1,58,89.0,55
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-07-20,0,84,89.0,81
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2019-07-21,0,83,89.0,78
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-07-21,0,85,95.0,78
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-07-21,0,83,87.0,80
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-07-21,0,59,61.0,56
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-07-21,0,84,89.0,56
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2019-07-22,0,83,88.0,77
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-07-22,0,81,86.0,78
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-07-22,0,83,86.0,80
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-07-22,1,59,62.0,57
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-07-22,0,84,87.0,80
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2019-07-23,0,83,87.0,77
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-07-23,0,84,87.0,76
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-07-23,0,83,87.0,79
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-07-23,0,59,96.0,55
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-07-23,0,84,96.0,79
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2019-07-24,0,85,96.0,77
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-07-24,0,86,96.0,78
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-07-24,0,83,87.0,78
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-07-24,0,60,67.0,55
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-07-24,0,84,90.0,81
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2019-07-25,0,82,88.0,76
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-07-25,0,88,97.0,79
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-07-25,0,83,87.0,78
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-07-25,0,61,68.0,56
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-07-25,0,84,90.0,56
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-07-26,0,85,90.0,80
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-07-26,0,83,90.0,80
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-07-26,0,61,89.0,58
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-07-26,0,84,89.0,58
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2019-07-27,0,85,89.0,74
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-07-27,0,85,97.0,78
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-07-27,0,83,87.0,80
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-07-27,0,62,71.0,56
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-07-27,0,84,89.0,80
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2019-07-28,0,84,89.0,76
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-07-28,0,87,98.0,79
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-07-28,0,84,88.0,81
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-07-28,0,63,69.0,55
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-07-28,0,84,90.0,81
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2019-07-29,0,83,90.0,75
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-07-29,0,86,95.0,79
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-07-29,0,84,87.0,79
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-07-29,0,62,70.0,58
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-07-29,0,84,89.0,81
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2019-07-30,0,85,92.0,76
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-07-30,0,85,97.0,78
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-07-30,0,84,88.0,78
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-07-30,0,63,73.0,55
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-07-30,0,85,91.0,81
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2019-07-31,0,85,91.0,77
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-07-31,0,84,91.0,77
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-07-31,0,84,91.0,79
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-07-31,0,62,91.0,53
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-07-31,0,85,91.0,81
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2019-08-01,0,85,91.0,77
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-08-01,1,86,98.0,76
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-08-01,0,85,89.0,82
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-08-01,0,62,70.0,54
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-08-01,0,86,91.0,82
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2019-08-02,0,87,91.0,78
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-08-02,0,87,96.0,81
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-08-02,0,85,87.0,80
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-08-02,0,62,68.0,58
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-08-02,0,85,92.0,82
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2019-08-05,0,84,92.0,78
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-08-05,0,86,92.0,80
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-08-05,0,85,92.0,81
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-08-05,0,62,91.0,58
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-08-05,0,85,91.0,82
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2019-08-06,0,86,91.0,77
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-08-06,0,87,96.0,77
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-08-06,0,86,90.0,81
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-08-06,0,61,67.0,58
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-08-06,0,85,90.0,79
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2019-08-07,0,83,90.0,78
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-08-07,0,85,90.0,78
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-08-07,0,85,90.0,82
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-08-07,0,60,87.0,57
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-08-07,0,82,87.0,57
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2019-08-08,0,81,87.0,73
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-08-08,0,82,89.0,76
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-08-08,1,81,85.0,74
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-08-08,0,59,61.0,55
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-08-08,2,82,87.0,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2019-08-09,0,82,87.0,75
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-08-09,0,85,98.0,80
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-08-09,0,79,83.0,74
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-08-09,0,59,62.0,56
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-08-09,0,81,84.0,80
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2019-08-10,0,80,82.0,76
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-08-10,0,87,96.0,80
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-08-10,2,79,84.0,76
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-08-10,0,60,65.0,57
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-08-10,0,83,88.0,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2019-08-11,0,83,88.0,76
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-08-11,0,87,88.0,81
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-08-11,0,82,88.0,74
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-08-11,0,60,87.0,57
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-08-11,0,84,87.0,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2019-08-12,0,83,87.0,78
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-08-12,0,86,97.0,80
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-08-12,0,81,85.0,80
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-08-12,1,60,63.0,80
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-08-12,0,83,89.0,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2019-08-13,0,80,84.0,77
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-08-13,0,82,97.0,77
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-08-13,0,81,85.0,55
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-08-13,1,59,64.0,55
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-08-13,0,83,87.0,79
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2019-08-14,0,82,87.0,75
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-08-14,0,85,95.0,78
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-08-14,0,83,86.0,78
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-08-14,1,60,65.0,57
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-08-14,0,83,88.0,80
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2019-08-15,0,83,88.0,77
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-08-15,0,85,88.0,80
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-08-15,0,83,88.0,80
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-08-15,0,61,90.0,57
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-08-15,0,84,90.0,57
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2019-08-16,0,86,90.0,78
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-08-16,0,83,94.0,78
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-08-16,0,83,87.0,81
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-08-16,0,62,67.0,56
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-08-16,0,83,90.0,79
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-08-17,0,79,90.0,76
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-08-17,0,83,90.0,76
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-08-17,0,61,90.0,59
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-08-17,0,82,90.0,79
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2019-08-18,0,82,90.0,75
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-08-18,0,80,90.0,76
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-08-18,0,83,90.0,78
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-08-18,0,61,90.0,57
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-08-18,0,82,90.0,79
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2019-08-19,0,82,90.0,76
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-08-19,0,84,90.0,76
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-08-19,0,83,90.0,78
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-08-19,0,63,90.0,57
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-08-19,0,84,90.0,80
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2019-08-20,0,83,90.0,76
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-08-20,0,86,95.0,77
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-08-20,0,83,87.0,78
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-08-20,0,61,67.0,57
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-08-20,0,84,89.0,81
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2019-08-21,0,82,89.0,76
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-08-21,0,85,89.0,79
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-08-21,0,83,89.0,76
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-08-21,0,60,89.0,57
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-08-21,0,84,89.0,57
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2019-08-22,0,78,84.0,75
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-08-22,0,83,84.0,75
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-08-22,0,80,84.0,75
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-08-22,0,59,84.0,57
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-08-22,0,82,84.0,57
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2019-08-23,0,81,84.0,72
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-08-23,0,83,88.0,80
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-08-23,0,79,83.0,74
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-08-23,0,58,60.0,74
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-08-23,0,83,88.0,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2019-08-24,0,85,89.0,74
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-08-24,0,85,94.0,79
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-08-24,0,81,87.0,75
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-08-24,0,60,68.0,54
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-08-24,0,84,88.0,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2019-08-25,0,83,89.0,74
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-08-25,0,87,95.0,80
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-08-25,0,81,86.0,77
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-08-25,0,61,65.0,57
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-08-25,0,84,90.0,81
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2019-08-26,0,80,84.0,73
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-08-26,0,85,92.0,80
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-08-26,2,80,85.0,74
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-08-26,0,59,62.0,56
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-08-26,0,81,85.0,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2019-08-27,0,81,87.0,73
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-08-27,0,86,94.0,80
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-08-27,0,82,86.0,76
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-08-27,0,61,68.0,56
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-08-27,0,83,87.0,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2019-08-28,0,83,89.0,75
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-08-28,0,88,96.0,79
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-08-28,0,83,87.0,76
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-08-28,0,61,66.0,58
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-08-28,0,85,89.0,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2019-08-29,0,84,89.0,76
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-08-29,0,87,97.0,76
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-08-29,0,82,87.0,76
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-08-29,0,62,67.0,57
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-08-29,0,84,89.0,81
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-08-30,0,83,97.0,81
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-08-30,0,82,86.0,77
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-08-30,1,59,64.0,57
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-08-30,0,84,89.0,81
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-08-31,0,86,89.0,80
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-08-31,0,84,89.0,78
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-08-31,0,60,89.0,56
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-08-31,0,84,89.0,81
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2019-09-01,0,81,89.0,76
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-09-01,0,87,97.0,80
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-09-01,0,81,87.0,77
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-09-01,0,59,63.0,56
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-09-01,0,84,89.0,81
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2019-09-02,0,83,90.0,75
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-09-02,0,86,94.0,79
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-09-02,1,83,87.0,77
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-09-02,0,61,67.0,56
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-09-02,0,84,88.0,81
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2019-09-03,0,84,90.0,76
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-09-03,0,87,95.0,79
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-09-03,0,84,88.0,78
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-09-03,0,62,69.0,57
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-09-03,0,85,90.0,81
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2019-09-04,0,83,90.0,76
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-09-04,0,85,90.0,80
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-09-04,0,83,90.0,79
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-09-04,0,60,88.0,56
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-09-04,0,83,88.0,56
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2019-09-05,0,80,88.0,77
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-09-05,0,86,94.0,80
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-09-05,0,83,87.0,80
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-09-05,0,60,64.0,56
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-09-05,0,83,87.0,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2019-09-06,0,83,87.0,76
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-09-06,0,88,97.0,80
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-09-06,0,84,88.0,78
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-09-06,0,61,65.0,58
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-09-06,0,85,89.0,81
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2019-09-07,0,87,91.0,76
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-09-07,0,88,99.0,81
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-09-07,0,85,88.0,81
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-09-07,0,60,66.0,58
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-09-07,0,85,90.0,82
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2019-09-08,0,84,92.0,82
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-09-08,0,87,100.0,80
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-09-08,0,85,88.0,81
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-09-08,0,62,70.0,56
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-09-08,0,85,91.0,81
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2019-09-09,0,85,91.0,78
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-09-09,0,85,98.0,78
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-09-09,0,85,88.0,82
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2019-09-09,0,62,71.0,82
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2019-09-09,0,85,91.0,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2019-09-10,0,85,91.0,78
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2019-09-10,0,88,99.0,80
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2019-09-10,0,84,88.0,80
