STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,TAVG,TMAX,TMIN
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-10-17,0,81,88.0,76
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-10-17,0,84,93.0,76
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-10-17,0,83,93.0,78
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-10-17,0,60,65.0,55
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2021-10-17,1,84,88.0,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-10-18,0,82,89.0,76
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-10-18,0,85,93.0,78
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-10-18,0,83,87.0,80
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-10-18,0,59,65.0,80
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2021-10-18,0,84,89.0,80
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-10-19,0,81,90.0,80
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-10-19,0,83,93.0,79
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-10-19,0,83,87.0,79
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-10-19,0,63,72.0,53
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2021-10-19,0,84,89.0,53
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-10-20,0,80,91.0,73
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-10-20,0,82,89.0,73
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-10-20,0,81,87.0,55
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-10-20,0,62,68.0,55
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2021-10-20,0,82,89.0,55
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-10-21,3,79,90.0,73
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-10-21,0,82,90.0,76
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-10-21,2,82,87.0,73
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-10-21,0,62,73.0,54
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2021-10-21,0,82,90.0,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-10-22,0,80,90.0,75
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-10-22,0,82,90.0,75
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-10-22,0,82,87.0,78
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-10-22,0,62,71.0,78
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2021-10-22,0,82,89.0,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-10-23,0,80,90.0,75
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-10-23,0,81,92.0,74
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-10-23,0,83,88.0,77
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-10-23,0,59,72.0,54
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2021-10-23,0,83,89.0,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-10-24,0,80,87.0,74
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-10-24,0,80,91.0,74
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-10-24,0,80,86.0,53
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-10-24,3,61,67.0,53
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2021-10-24,0,83,88.0,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-10-25,0,81,91.0,75
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-10-25,0,81,88.0,74
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-10-25,0,81,87.0,74
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-10-25,0,63,71.0,56
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2021-10-25,0,82,88.0,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-10-26,0,78,89.0,77
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-10-26,0,80,87.0,77
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-10-26,0,79,86.0,57
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-10-26,0,61,70.0,57
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2021-10-26,0,80,88.0,57
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-10-27,1,78,87.0,74
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-10-27,0,80,87.0,75
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-10-27,0,79,86.0,74
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-10-27,1,62,69.0,54
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2021-10-27,0,79,87.0,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-10-28,0,78,87.0,74
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-10-28,0,80,87.0,75
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-10-28,0,79,85.0,75
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-10-28,0,62,69.0,56
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2021-10-28,0,79,86.0,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-10-29,0,78,85.0,74
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-10-29,1,81,87.0,76
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-10-29,0,80,87.0,76
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-10-29,0,61,68.0,58
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2021-10-29,0,80,88.0,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-10-30,0,77,88.0,75
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-10-30,0,79,86.0,76
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-10-30,0,79,85.0,76
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-10-30,1,61,69.0,56
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2021-10-30,3,78,86.0,56
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-10-31,1,79,87.0,73
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-10-31,2,79,84.0,75
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-10-31,0,81,88.0,75
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-10-31,1,63,70.0,54
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2021-10-31,2,80,86.0,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-11-01,0,79,88.0,75
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-11-01,0,80,88.0,77
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-11-01,1,80,85.0,77
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-11-01,0,62,70.0,58
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2021-11-01,0,80,87.0,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-11-02,0,80,91.0,76
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-11-02,0,82,88.0,76
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-11-02,0,82,87.0,77
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-11-02,0,63,71.0,55
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2021-11-02,0,80,88.0,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-11-03,3,77,89.0,74
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-11-03,0,78,88.0,74
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-11-03,0,79,85.0,56
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-11-03,0,60,72.0,56
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2021-11-03,1,80,87.0,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-11-04,0,78,86.0,75
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-11-04,2,80,87.0,75
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-11-04,0,80,87.0,75
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-11-04,1,61,67.0,57
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2021-11-04,0,80,87.0,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-11-05,0,79,86.0,74
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-11-05,0,81,88.0,75
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-11-05,0,79,86.0,75
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-11-05,0,60,65.0,56
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2021-11-05,0,80,86.0,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-11-06,0,78,84.0,75
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-11-06,0,79,89.0,76
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-11-06,0,81,86.0,76
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-11-06,0,60,66.0,57
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2021-11-06,0,81,87.0,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-11-07,1,77,84.0,73
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-11-07,0,78,83.0,73
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-11-07,0,80,85.0,73
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-11-07,0,60,63.0,56
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2021-11-07,1,80,86.0,56
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-11-08,1,75,80.0,72
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-11-08,0,77,81.0,72
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-11-08,2,76,81.0,72
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-11-08,0,59,62.0,56
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2021-11-08,1,78,62.0,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-11-09,1,76,77.0,72
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-11-09,7,78,83.0,74
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-11-09,1,79,83.0,74
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-11-09,0,61,65.0,56
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-11-10,1,77,81.0,74
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-11-10,0,77,81.0,74
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-11-10,0,79,85.0,74
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-11-10,0,59,65.0,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-11-11,0,79,65.0,74
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-11-11,0,81,89.0,74
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-11-11,0,81,85.0,74
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-11-11,0,60,63.0,55
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2021-11-11,0,82,63.0,55
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-11-12,0,79,86.0,76
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-11-12,0,81,87.0,77
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-11-12,0,81,85.0,77
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-11-12,0,58,63.0,77
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2021-11-12,0,81,86.0,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-11-13,0,78,85.0,77
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-11-13,0,79,84.0,77
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-11-13,0,59,66.0,51
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2021-11-13,1,77,66.0,51
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-11-14,0,78,86.0,73
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-11-14,0,79,86.0,76
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-11-14,0,78,82.0,76
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-11-14,0,60,82.0,55
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2021-11-14,1,80,87.0,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-11-15,1,78,86.0,73
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-11-15,0,81,89.0,76
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-11-15,1,80,85.0,74
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-11-15,0,61,65.0,56
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2021-11-15,0,82,86.0,56
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-11-16,0,79,85.0,75
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-11-16,0,81,88.0,76
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-11-16,1,80,84.0,76
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-11-16,0,61,66.0,58
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2021-11-16,0,82,87.0,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-11-17,0,78,83.0,75
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-11-17,0,78,83.0,75
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-11-17,0,82,86.0,56
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-11-17,0,61,65.0,56
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2021-11-17,0,79,86.0,56
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-11-18,0,79,87.0,73
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-11-18,1,79,86.0,72
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-11-18,2,82,86.0,75
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-11-18,0,59,66.0,56
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2021-11-18,0,83,87.0,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-11-19,0,79,86.0,75
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-11-19,0,81,89.0,76
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-11-19,0,81,85.0,76
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-11-19,0,61,69.0,55
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2021-11-19,0,83,87.0,79
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-11-20,1,80,87.0,75
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-11-20,0,81,90.0,75
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-11-20,0,81,87.0,54
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-11-20,0,63,87.0,54
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2021-11-20,0,82,88.0,54
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-11-21,0,81,88.0,74
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-11-21,0,80,89.0,74
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-11-21,0,81,88.0,73
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-11-21,0,61,67.0,54
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2021-11-21,0,82,87.0,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-11-22,0,81,89.0,71
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-11-22,0,79,87.0,74
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-11-22,0,83,87.0,75
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-11-22,0,63,70.0,57
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2021-11-22,0,82,88.0,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-11-23,0,80,89.0,74
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-11-23,0,79,84.0,75
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-11-23,0,81,92.0,75
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-11-23,0,62,67.0,56
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2021-11-23,0,80,90.0,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-11-24,1,77,82.0,74
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-11-24,2,78,84.0,74
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-11-24,1,79,84.0,75
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-11-24,1,61,65.0,58
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2021-11-24,1,78,83.0,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-11-25,2,76,81.0,76
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-11-25,0,79,85.0,76
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-11-25,0,78,85.0,76
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-11-25,0,60,84.0,76
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2021-11-25,0,79,84.0,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-11-26,0,80,88.0,72
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-11-26,0,78,81.0,74
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-11-26,0,82,88.0,74
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-11-26,0,62,71.0,52
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2021-11-26,0,80,85.0,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-11-27,1,79,90.0,75
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-11-27,0,79,85.0,75
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-11-27,0,81,88.0,52
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-11-27,0,61,69.0,52
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2021-11-27,0,79,86.0,52
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-11-28,3,78,88.0,72
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-11-28,3,79,85.0,74
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-11-28,0,80,87.0,76
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-11-28,0,61,69.0,55
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2021-11-28,0,78,85.0,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-11-29,0,78,86.0,74
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-11-29,1,80,86.0,76
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-11-29,0,80,84.0,76
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-11-29,0,60,66.0,54
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2021-11-29,3,80,89.0,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-11-30,3,78,90.0,73
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-11-30,0,81,87.0,76
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-11-30,0,80,87.0,77
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-11-30,0,61,69.0,54
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2021-11-30,1,80,89.0,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-12-01,0,79,88.0,72
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-12-01,0,81,87.0,75
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-12-01,0,81,87.0,75
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-12-01,0,59,70.0,75
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2021-12-01,0,81,90.0,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-12-02,0,80,89.0,73
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-12-02,0,80,86.0,75
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-12-02,0,83,88.0,75
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-12-02,0,62,68.0,49
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2021-12-02,0,80,88.0,49
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-12-03,0,82,90.0,74
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-12-03,0,80,86.0,75
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-12-03,0,82,88.0,77
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-12-03,0,63,72.0,77
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2021-12-03,0,81,88.0,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-12-04,0,81,90.0,76
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-12-04,0,81,89.0,74
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-12-04,0,83,88.0,77
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-12-04,0,61,71.0,77
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2021-12-04,0,82,90.0,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-12-05,0,82,91.0,75
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-12-05,0,82,89.0,76
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-12-05,0,83,89.0,77
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-12-05,0,61,71.0,51
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2021-12-05,0,83,90.0,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-12-06,0,80,89.0,75
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-12-06,0,81,88.0,75
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-12-06,0,82,86.0,77
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-12-06,0,61,72.0,52
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2021-12-06,0,82,89.0,52
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-12-07,1,81,90.0,73
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-12-07,0,81,86.0,76
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-12-07,0,84,91.0,77
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-12-07,0,60,73.0,77
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2021-12-07,0,81,91.0,71
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-12-08,0,82,91.0,71
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-12-08,0,81,86.0,74
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-12-08,0,83,90.0,76
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-12-08,0,62,71.0,47
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2021-12-08,0,81,91.0,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-12-09,0,81,90.0,73
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-12-09,1,83,87.0,76
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-12-09,0,83,87.0,78
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-12-09,0,60,70.0,78
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2021-12-09,0,81,91.0,71
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-12-10,0,81,91.0,71
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-12-10,0,82,87.0,77
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-12-10,0,83,91.0,76
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-12-10,0,60,67.0,48
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2021-12-10,0,81,91.0,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-12-11,0,82,91.0,74
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-12-11,0,82,87.0,74
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-12-11,1,83,91.0,76
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-12-11,0,61,68.0,54
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2021-12-11,0,81,92.0,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-12-12,0,80,91.0,73
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-12-12,0,82,87.0,77
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-12-12,0,81,89.0,76
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-12-12,0,60,66.0,55
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2021-12-12,0,80,91.0,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2021-12-13,0,78,87.0,74
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2021-12-13,0,80,85.0,75
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2021-12-13,0,78,88.0,75
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2021-12-13,0,59,63.0,75
